Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,Asset UUID,Vulnerability State,IP Address,FQDN,NetBios,OS,MAC Address,Plugin Family,CVSS Base Score,CVSS Temporal Score,CVSS Temporal Vector,CVSS Vector,CVSS3 Base Score,CVSS3 Temporal Score,CVSS3 Temporal Vector,CVSS3 Vector,System Type,Host Start,Host End,Vulnerability Priority Rating (VPR),First Found,Last Found,Host Scan Schedule ID,Host Scan ID,Indexed At,Last Authenticated Results Date,Last Unauthenticated Results Date,Tracked,Risk Factor,Severity,Original Severity,Modification,Plugin Family ID,Plugin Type,Plugin Version,Service,Plugin Modification Date,Plugin Publication Date,Checks for Malware,Exploit Available,Exploited by Malware,Exploited by Nessus,CANVAS,D2 Elliot,Metasploit,Core Exploits,ExploitHub,Default Account,Patch Available,In The News,Unsupported By Vendor,Last Fixed
"19506","","0.0","None","desktop-3gdcffv","TCP","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management     checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","N/A","","Information about this scan : 

Nessus version : 10.7.1
Nessus build : R20003
Plugin feed version : 202407040611
Scanner edition used : Nessus
Scanner OS : WINDOWS
Scanner distribution : win-x86-64
Scan type : Windows Agent
Scan name : CIS Windows 11 for Intune
Scan policy used : Policy Compliance Auditing
Scanner IP : 127.0.0.1
Ping RTT : Unavailable
Thorough tests : no
Experimental tests : no
Scan for Unpatched Vulnerabilities : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : yes
Patch management checks : None
Display superseded patches : yes (supersedence plugin did not launch)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing : Yes
Nessus Plugin Signature Checking : Enabled
Audit File Signature Checking : Disabled
Scan Start Date : 2024/7/4 4:22 Central Standard Time
Scan duration : 60 sec
Scan for malware : no
","c3469202-d525-45bf-9b20-e06c90cceb2b","New","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Settings","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","2024-07-04T09:35:34.057Z","2024-07-04T09:35:34.057Z","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.357Z","2024-07-04T09:23:39Z","","true","None","0","0","NONE","41","summary","1.121","","2024-06-04T00:00:00Z","2005-08-26T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"174790","","0.0","None","desktop-3gdcffv","TCP","0","Compliance Export JSON","Export compliance results to JSON","When the setting is configured, this plugin will retreive the results from the compliance audits and export them to a consistent JSON format.","N/A","","JSON audit results have been attached.","c3469202-d525-45bf-9b20-e06c90cceb2b","New","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","2024-07-04T09:35:34.057Z","2024-07-04T09:35:34.057Z","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.518Z","2024-07-04T09:23:39Z","","true","None","0","0","NONE","39","local","$Revision: 1.8 $","","2024-05-20T00:00:00Z","2023-05-01T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""3.10.19.5 (L1) Ensure 'Continue experiences on this device' is set to 'Disabled': [PASSED]""

This policy setting determines whether the Windows device is allowed to participate in cross-device experiences (continue experiences).

The recommended state for this setting is: Disabled

A cross-device experience is when a system can access app and send messages to other devices. In an enterprise managed environment only trusted systems should be communicating within the network. Access to any other system should be prohibited.

Solution:
To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Disabled

Administrative Templates\System\Group Policy\Continue experiences on this device

Impact:

The Windows device will not be discoverable by other devices, and cannot participate in cross-device experiences.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.4.2, 800-171|3.4.6, 800-171|3.4.7, 800-53|CM-6, 800-53|CM-7, 800-53r5|CM-6, 800-53r5|CM-7, CSCv7|9.2, CSCv8|4.8, CSF|PR.IP-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), ITSG-33|CM-6, ITSG-33|CM-7, LEVEL|1A, NIAv2|SS15a, PCI-DSSv3.2.1|2.2.2, SWIFT-CSCv1|2.3

Policy Value:
0

Actual Value:
0","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.294Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""69.4 (L2) Ensure 'Downloaded Maps Manager (MapsBroker)' is set to 'Disabled': [PASSED]""

Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps.

Mapping technologies can unwillingly reveal your location to attackers and other software that picks up the information. In addition, automatic downloads of data from third-party sources should be minimized when not needed. Therefore, this service should not be needed in high security environments.

Solution:
Remediation of this service is currently not possible through Settings Catalog or a custom profile OMA-URI. Instead, it can be scripted and deployed through the Intune Scripts or Remediations blade or by other means.

To establish the recommended configuration via PowerShell, run the following cmdlet:

Set-Service -Name MapsBroker -StartupType Disabled

Impact:

Applications will be prevented from accessing maps data.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.4.2, 800-171|3.4.6, 800-171|3.4.7, 800-53|CM-6, 800-53|CM-7, 800-53r5|CM-6, 800-53r5|CM-7, CSCv7|9.2, CSCv8|4.8, CSF|PR.IP-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), ITSG-33|CM-6, ITSG-33|CM-7, LEVEL|2A, NIAv2|SS15a, PCI-DSSv3.2.1|2.2.2, SWIFT-CSCv1|2.3

Policy Value:
4

Actual Value:
4","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.299Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""3.10.20.1.4 (L2) Ensure 'Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com' is set to 'Enabled': [PASSED]""

This policy setting specifies whether the Internet Connection Wizard can connect to Microsoft to download a list of Internet Service Providers (ISPs).

The recommended state for this setting is: Enabled

In an enterprise managed environment we want to lower the risk of a user unknowingly exposing sensitive data.

Solution:
To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled

Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com

Impact:

The 'Choose a list of Internet Service Providers' path in the Internet Connection Wizard causes the wizard to exit. This prevents users from retrieving the list of ISPs, which resides on Microsoft servers.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.4.2, 800-171|3.4.6, 800-171|3.4.7, 800-53|CM-6, 800-53|CM-7, 800-53r5|CM-6, 800-53r5|CM-7, CSCv7|9.2, CSCv8|4.8, CSF|PR.IP-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), ITSG-33|CM-6, ITSG-33|CM-7, LEVEL|2A, NIAv2|SS15a, PCI-DSSv3.2.1|2.2.2, SWIFT-CSCv1|2.3

Policy Value:
1

Actual Value:
1","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.300Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""3.11.27.1 (L1) Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled': [PASSED]""

This setting determines whether applications and services on the device can utilize new consumer Microsoft account authentication via the Windows OnlineID and WebAccountManager APIs.

The recommended state for this setting is: Enabled

Organizations that want to effectively implement identity management policies and maintain firm control of what accounts are used on their computers will probably want to block Microsoft accounts. Organizations may also need to block Microsoft accounts in order to meet the requirements of compliance standards that apply to their information systems.

Solution:
To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled

Administrative Templates\Windows Components\Microsoft accounts\Block all consumer Microsoft account user authentication

Impact:

All applications and services on the device will be prevented from

new

authentications using consumer Microsoft accounts via the Windows OnlineID and WebAccountManager APIs. Authentications performed directly by the user in web browsers or in apps that use OAuth will remain unaffected.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.1.1, 800-53|AC-2(1), 800-53r5|AC-2(1), CN-L3|7.1.3.2(d), CSCv7|16.8, CSCv8|5.6, CSF|PR.AC-1, CSF|PR.AC-4, GDPR|32.1.b, HIPAA|164.306(a)(1), HIPAA|164.312(a)(1), ISO/IEC-27001|A.9.2.1, ITSG-33|AC-2(1), LEVEL|1A, NIAv2|AM28, NIAv2|NS5j, NIAv2|SS14e, QCSC-v1|5.2.2, QCSC-v1|8.2.1, QCSC-v1|13.2, QCSC-v1|15.2

Policy Value:
1

Actual Value:
1","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.300Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""69.37 (L1) Ensure 'Windows Mobile Hotspot Service (icssvc)' is set to 'Disabled': [PASSED]""

Provides the ability to share a cellular data connection with another device.

The recommended state for this setting is: Disabled

The capability to run a mobile hotspot from a domain-connected computer could easily expose the internal network to wardrivers or other hackers.

Solution:
To establish the recommended configuration, set the following Custom Configuration Policy to 4 or confirm that the service is Not installed :

Name: 	 <Enter name>
Description: <Enter Description>
OMA-URI: ./Device/Vendor/MSFT/Policy/Config/SystemServices/ConfigureWindowsMobileHotspotServiceStartupMode
Data Type: Integer
Value: 4

Note: As of January 2024, despite its inclusion in Microsoft's official documentation, using an OMI-URI to configure a Windows Service Startup Mode via a custom profile will lead to an error in Intune. This error will be logged in the local event log as 'The system cannot find the file specified.' Currently, the most reliable method for remediation is through PowerShell.

The recommended configuration can also be established via PowerShell by running the following cmdlet:

Set-Service -Name icssvc -StartupType Disabled

Impact:

The Windows Mobile Hotspot feature will not be available.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.4.2, 800-171|3.4.6, 800-171|3.4.7, 800-53|CM-6, 800-53|CM-7, 800-53r5|CM-6, 800-53r5|CM-7, CSCv7|9.2, CSCv8|4.8, CSF|PR.IP-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), ITSG-33|CM-6, ITSG-33|CM-7, LEVEL|1A, NIAv2|SS15a, PCI-DSSv3.2.1|2.2.2, SWIFT-CSCv1|2.3

Policy Value:
4

Actual Value:
4","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.300Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""74.5 (L1) Ensure 'Backup Files And Directories' is set to 'Administrators': [PASSED]""

This policy setting allows users to circumvent file and directory permissions to back up the system. This user right is enabled only when an application (such as NTBACKUP ) attempts to access a file or directory through the NTFS file system backup application programming interface (API). Otherwise, the assigned file and directory permissions apply.

The recommended state for this setting is: Administrators

Note: This user right is considered a 'sensitive privilege' for the purposes of auditing.

Users who are able to back up data from a computer could take the backup media to a non-domain computer on which they have administrative privileges and restore the data. They could take ownership of the files and view any unencrypted data that is contained within the backup set.

Solution:
To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Administrators

User Rights\Backup Files And Directories

Note: Include only one User or Group per line in the Settings Catalog configuration screen.

Impact:

Changes in the membership of the groups that have the Back up files and directories user right could limit the abilities of users who are assigned to specific administrative roles in your environment. You should confirm that authorized backup administrators are still able to perform backup operations.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.1.1, 800-171|3.1.5, 800-171|3.3.8, 800-171|3.3.9, 800-53|AC-2, 800-53|AC-3, 800-53|AC-6, 800-53|AC-6(1), 800-53|AC-6(7), 800-53|AU-9(4), 800-53r5|AC-2, 800-53r5|AC-3, 800-53r5|AC-6, 800-53r5|AC-6(1), 800-53r5|AC-6(7), 800-53r5|AU-9(4), CN-L3|7.1.3.2(b), CN-L3|7.1.3.2(d), CN-L3|7.1.3.2(g), CN-L3|8.1.4.2(d), CN-L3|8.1.4.2(f), CN-L3|8.1.4.3(d), CN-L3|8.1.4.11(b), CN-L3|8.1.10.2(c), CN-L3|8.1.10.6(a), CN-L3|8.5.3.1, CN-L3|8.5.4.1(a), CSCv8|6.8, CSF|DE.CM-1, CSF|DE.CM-3, CSF|PR.AC-1, CSF|PR.AC-4, CSF|PR.DS-5, CSF|PR.PT-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), HIPAA|164.312(a)(1), HIPAA|164.312(b), ISO/IEC-27001|A.9.2.1, ISO/IEC-27001|A.9.2.5, ISO/IEC-27001|A.9.4.1, ISO/IEC-27001|A.9.4.4, ISO/IEC-27001|A.9.4.5, ISO/IEC-27001|A.12.4.2, ITSG-33|AC-2, ITSG-33|AC-3, ITSG-33|AC-6, ITSG-33|AC-6(1), ITSG-33|AU-9(4), ITSG-33|AU-9(4)(a), ITSG-33|AU-9(4)(b), LEVEL|1A, NESA|M1.1.3, NESA|M1.2.2, NESA|M5.2.3, NESA|M5.5.2, NESA|T4.2.1, NESA|T5.1.1, NESA|T5.2.2, NESA|T5.4.1, NESA|T5.4.4, NESA|T5.4.5, NESA|T5.5.4, NESA|T5.6.1, NESA|T7.5.2, NESA|T7.5.3, NIAv2|AM1, NIAv2|AM3, NIAv2|AM23f, NIAv2|AM28, NIAv2|AM31, NIAv2|GS3, NIAv2|GS4, NIAv2|GS8c, NIAv2|NS5j, NIAv2|SM5, NIAv2|SM6, NIAv2|SS13c, NIAv2|SS14e, NIAv2|SS15c, NIAv2|SS29, NIAv2|VL3b, PCI-DSSv3.2.1|7.1.2, PCI-DSSv3.2.1|10.5, PCI-DSSv3.2.1|10.5.2, PCI-DSSv4.0|7.2.1, PCI-DSSv4.0|7.2.2, PCI-DSSv4.0|10.3.2, QCSC-v1|3.2, QCSC-v1|5.2.2, QCSC-v1|6.2, QCSC-v1|8.2.1, QCSC-v1|13.2, QCSC-v1|15.2, SWIFT-CSCv1|5.1, TBA-FIISB|31.1, TBA-FIISB|31.4.2, TBA-FIISB|31.4.3

Policy Value:
'Administrators'

Actual Value:
'administrators'","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.300Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""3.11.49.1 (L2) Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled': [PASSED]""

This policy setting controls whether Web-based programs are allowed to install software on the computer without notifying the user.

The recommended state for this setting is: Disabled

Suppressing the system warning can pose a security risk and increase the attack surface on the system.

Solution:
To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Disabled

Administrative Templates\Windows Components\Windows Installer\Prevent Internet Explorer security prompt for Windows Installer scripts

Impact:

None - this is the default behavior.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.4.8, 800-53|CM-7(5), 800-53|CM-10, 800-53r5|CM-7(5), 800-53r5|CM-10, CSCv8|2.5, CSF|DE.CM-3, CSF|PR.IP-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), ISO/IEC-27001|A.12.5.1, ISO/IEC-27001|A.12.6.2, ITSG-33|CM-7, LEVEL|2A, NIAv2|SS15a, PCI-DSSv3.2.1|2.2.2, QCSC-v1|3.2, QCSC-v1|8.2.1, SWIFT-CSCv1|2.3, TBA-FIISB|44.2.2, TBA-FIISB|49.2.3

Policy Value:
0

Actual Value:
0","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.301Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"21156","","0.0","None","desktop-3gdcffv","tcp","0","Windows Compliance Checks","Compliance checks for Windows systems.","""74.22 (L1) Ensure 'Manage auditing and security log' is set to 'Administrators': [PASSED]""

This policy setting determines which users can change the auditing options for files and directories and clear the Security log.

The recommended state for this setting is: Administrators

Note: This user right is considered a 'sensitive privilege' for the purposes of auditing.

The ability to manage the Security event log is a powerful user right and it should be closely guarded. Anyone with this user right can clear the Security log to erase important evidence of unauthorized activity.

Solution:
To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Administrators

User Rights\Manage auditing and security log

Note: Include only one User or Group per line in the Settings Catalog configuration screen.

Impact:

None - this is the default behavior.

See Also:
https://workbench.cisecurity.org/benchmarks/16853

Reference:
800-171|3.1.1, 800-171|3.1.5, 800-171|3.3.8, 800-171|3.3.9, 800-53|AC-2, 800-53|AC-3, 800-53|AC-6, 800-53|AC-6(1), 800-53|AC-6(7), 800-53|AU-9(4), 800-53r5|AC-2, 800-53r5|AC-3, 800-53r5|AC-6, 800-53r5|AC-6(1), 800-53r5|AC-6(7), 800-53r5|AU-9(4), CN-L3|7.1.3.2(b), CN-L3|7.1.3.2(d), CN-L3|7.1.3.2(g), CN-L3|8.1.4.2(d), CN-L3|8.1.4.2(f), CN-L3|8.1.4.3(d), CN-L3|8.1.4.11(b), CN-L3|8.1.10.2(c), CN-L3|8.1.10.6(a), CN-L3|8.5.3.1, CN-L3|8.5.4.1(a), CSCv8|6.8, CSF|DE.CM-1, CSF|DE.CM-3, CSF|PR.AC-1, CSF|PR.AC-4, CSF|PR.DS-5, CSF|PR.PT-1, CSF|PR.PT-3, GDPR|32.1.b, HIPAA|164.306(a)(1), HIPAA|164.312(a)(1), HIPAA|164.312(b), ISO/IEC-27001|A.9.2.1, ISO/IEC-27001|A.9.2.5, ISO/IEC-27001|A.9.4.1, ISO/IEC-27001|A.9.4.4, ISO/IEC-27001|A.9.4.5, ISO/IEC-27001|A.12.4.2, ITSG-33|AC-2, ITSG-33|AC-3, ITSG-33|AC-6, ITSG-33|AC-6(1), ITSG-33|AU-9(4), ITSG-33|AU-9(4)(a), ITSG-33|AU-9(4)(b), LEVEL|1A, NESA|M1.1.3, NESA|M1.2.2, NESA|M5.2.3, NESA|M5.5.2, NESA|T4.2.1, NESA|T5.1.1, NESA|T5.2.2, NESA|T5.4.1, NESA|T5.4.4, NESA|T5.4.5, NESA|T5.5.4, NESA|T5.6.1, NESA|T7.5.2, NESA|T7.5.3, NIAv2|AM1, NIAv2|AM3, NIAv2|AM23f, NIAv2|AM28, NIAv2|AM31, NIAv2|GS3, NIAv2|GS4, NIAv2|GS8c, NIAv2|NS5j, NIAv2|SM5, NIAv2|SM6, NIAv2|SS13c, NIAv2|SS14e, NIAv2|SS15c, NIAv2|SS29, NIAv2|VL3b, PCI-DSSv3.2.1|7.1.2, PCI-DSSv3.2.1|10.5, PCI-DSSv3.2.1|10.5.2, PCI-DSSv4.0|7.2.1, PCI-DSSv4.0|7.2.2, PCI-DSSv4.0|10.3.2, QCSC-v1|3.2, QCSC-v1|5.2.2, QCSC-v1|6.2, QCSC-v1|8.2.1, QCSC-v1|13.2, QCSC-v1|15.2, SWIFT-CSCv1|5.1, TBA-FIISB|31.1, TBA-FIISB|31.4.2, TBA-FIISB|31.4.3

Policy Value:
'Administrators'

Actual Value:
'administrators'","N/A","","","c3469202-d525-45bf-9b20-e06c90cceb2b","","130.74.104.170","desktop-3gdcffv.foundation.olemiss.edu","","","","Policy Compliance","0.0","0.0","","","0.0","0.0","","","","2024-07-04T09:09:35.757Z","2024-07-04T09:35:34.057Z","null","","","template-aeb93863-4fcd-3cdd-b5f5-5a39337e26c9982b7f5f56c46c29","86e85674-1b63-4726-8233-a128bc8bfce7","2024-07-04T09:36:37.301Z","2024-07-04T09:23:39Z","","true","None","null","null","","39","local","$Revision: 1.542 $","","2024-06-24T00:00:00Z","2007-11-21T00:00:00Z","false","false","false","false","false","false","false","false","false","false","false","false","false",""
